id,market,algorithm,symbol,status,deactivated_at,deactivation_reason
nasdaq_panw_moving_average__ps_v10,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v2,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v3,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v4,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v5,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v6,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v7,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v8,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_moving_average__ps_v9,NASDAQ,moving_average__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v10,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v2,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v3,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v4,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v5,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v6,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v7,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v8,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_moving_average__ps_v9,NASDAQ,moving_average__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v10,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v2,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v3,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v4,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v5,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v6,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v7,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v8,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_moving_average__ps_v9,NASDAQ,moving_average__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v10,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v2,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v3,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v4,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v5,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v6,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v7,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v8,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_moving_average__ps_v9,NASDAQ,moving_average__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v10,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v2,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v3,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v4,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v5,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v6,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v7,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v8,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pton_moving_average__ps_v9,NASDAQ,moving_average__ps,PTON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v10,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v2,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v3,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v4,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v5,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v6,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v7,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v8,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pypl_moving_average__ps_v9,NASDAQ,moving_average__ps,PYPL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v10,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v2,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v3,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v4,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v5,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v6,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v7,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v8,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_qcom_moving_average__ps_v9,NASDAQ,moving_average__ps,QCOM,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v10,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v2,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v3,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v4,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v5,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v6,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v7,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v8,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_regn_moving_average__ps_v9,NASDAQ,moving_average__ps,REGN,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v10,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v2,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v3,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v4,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v5,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v6,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v7,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v8,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_roku_moving_average__ps_v9,NASDAQ,moving_average__ps,ROKU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v10,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v2,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v3,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v4,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v5,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v6,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v7,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v8,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rop_moving_average__ps_v9,NASDAQ,moving_average__ps,ROP,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v10,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v2,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v3,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v4,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v5,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v6,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v7,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v8,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_rost_moving_average__ps_v9,NASDAQ,moving_average__ps,ROST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v10,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v2,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v3,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v4,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v5,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v6,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_sbux_moving_average__ps_v7,NASDAQ,moving_average__ps,SBUX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
